Partial Empirical Reward Distribution: {0.1: 1.0}
Agent checkpoint saved at iteration 0 in 3.
Model checkpoint saved at iteration 0 in 3.
Partial Empirical Reward Distribution: {0.1: 0.9455645161290323, 30: 0.05342741935483871, 300: 0.0010080645161290322}
Partial Empirical Reward Distribution: {0.1: 0.9600409836065574, 30: 0.03944672131147541, 300: 0.0005122950819672131}
Partial Empirical Reward Distribution: {0.1: 0.970467032967033, 30: 0.02918956043956044, 300: 0.00034340659340659343}
Partial Empirical Reward Distribution: {0.1: 0.971849173553719, 30: 0.027892561983471075, 300: 0.00025826446280991736}
Partial Empirical Reward Distribution: {0.1: 0.9753725165562914, 30: 0.024420529801324503, 300: 0.00020695364238410596}
Partial Empirical Reward Distribution: {0.1: 0.9780732044198895, 30: 0.02175414364640884, 300: 0.00017265193370165745}
Partial Empirical Reward Distribution: {0.1: 0.9803021327014217, 30: 0.01940165876777251, 300: 0.0002962085308056872}
Partial Empirical Reward Distribution: {0.1: 0.9813278008298755, 30: 0.01841286307053942, 300: 0.00025933609958506224}
Partial Empirical Reward Distribution: {0.1: 0.9831642066420664, 30: 0.016605166051660517, 300: 0.00023062730627306272}
Partial Empirical Reward Distribution: {0.1: 0.9847383720930233, 30: 0.015053986710963455, 300: 0.00020764119601328904}
Partial Empirical Reward Distribution: {0.1: 0.9860271903323263, 30: 0.013783987915407855, 300: 0.00018882175226586103}
Partial Empirical Reward Distribution: {0.1: 0.9871883656509696, 30: 0.012638504155124654, 300: 0.00017313019390581717}
Partial Empirical Reward Distribution: {0.1: 0.9878516624040921, 30: 0.01198849104859335, 300: 0.00015984654731457802}
Partial Empirical Reward Distribution: {0.1: 0.9886431116389549, 30: 0.011208432304038004, 300: 0.0001484560570071259}
Partial Empirical Reward Distribution: {0.1: 0.989329268292683, 30: 0.010532150776053215, 300: 0.0001385809312638581}
Partial Empirical Reward Distribution: {0.1: 0.9896699584199584, 30: 0.01020010395010395, 300: 0.00012993762993762994}
Partial Empirical Reward Distribution: {0.1: 0.990154109589041, 30: 0.00972358121330724, 300: 0.0001223091976516634}
Partial Empirical Reward Distribution: {0.1: 0.9904112754158965, 30: 0.00941543438077634, 300: 0.0001732902033271719}
Partial Empirical Reward Distribution: {0.1: 0.9908056042031523, 30: 0.009030210157618214, 300: 0.00016418563922942207}
Partial Empirical Reward Distribution: {0.1: 0.9912125623960066, 30: 0.008631447587354409, 300: 0.0001559900166389351}
Partial Empirical Reward Distribution: {0.1: 0.9916, 30: 0.00825, 300: 0.00015}
Partial Empirical Reward Distribution: {0.1: 0.99405, 30: 0.00585, 300: 0.0001}
Partial Empirical Reward Distribution: {0.1: 0.9946, 30: 0.0053, 300: 0.0001}
Partial Empirical Reward Distribution: {0.1: 0.99475, 30: 0.00515, 300: 0.0001}
Partial Empirical Reward Distribution: {0.1: 0.99555, 30: 0.00425, 300: 0.0002}
Partial Empirical Reward Distribution: {0.1: 0.9959, 30: 0.0039, 300: 0.0002}
Partial Empirical Reward Distribution: {0.1: 0.99555, 30: 0.00425, 300: 0.0002}
Partial Empirical Reward Distribution: {0.1: 0.99545, 30: 0.0044, 300: 0.00015}
Partial Empirical Reward Distribution: {0.1: 0.9954, 30: 0.00445, 300: 0.00015}
Partial Empirical Reward Distribution: {0.1: 0.99475, 30: 0.005, 300: 0.00025}
Partial Empirical Reward Distribution: {0.1: 0.99375, 30: 0.006, 300: 0.00025}
Partial Empirical Reward Distribution: {0.1: 0.9931, 30: 0.00665, 300: 0.00025}
Partial Empirical Reward Distribution: {0.1: 0.9906, 30: 0.00915, 300: 0.00025}
Agent checkpoint saved at iteration 1000 in 3.
Model checkpoint saved at iteration 1000 in 3.
Partial Empirical Reward Distribution: {0.1: 0.98785, 30: 0.01185, 300: 0.0003}
Partial Empirical Reward Distribution: {0.1: 0.9855, 30: 0.0142, 300: 0.0003}
Partial Empirical Reward Distribution: {0.1: 0.98135, 30: 0.01815, 300: 0.0005}
Partial Empirical Reward Distribution: {0.1: 0.98025, 30: 0.01925, 300: 0.0005}
Partial Empirical Reward Distribution: {0.1: 0.97895, 300: 0.00055, 30: 0.0205}
Partial Empirical Reward Distribution: {0.1: 0.9773, 30: 0.02205, 300: 0.00065}
Partial Empirical Reward Distribution: {0.1: 0.9767, 30: 0.02265, 300: 0.00065}
Partial Empirical Reward Distribution: {0.1: 0.975, 30: 0.0243, 300: 0.0007}
Partial Empirical Reward Distribution: {300: 0.21805, 30: 0.04815, 3000: 0.69035, 0.1: 0.04345}
Partial Empirical Reward Distribution: {3000: 0.689, 300: 0.2192, 30: 0.04775, 0.1: 0.04405}
Partial Empirical Reward Distribution: {30: 0.04815, 300: 0.2208, 3000: 0.68655, 0.1: 0.0445}
Partial Empirical Reward Distribution: {300: 0.22045, 3000: 0.68815, 0.1: 0.044, 30: 0.0474}
Partial Empirical Reward Distribution: {300: 0.22105, 3000: 0.68365, 0.1: 0.04695, 30: 0.04835}
Partial Empirical Reward Distribution: {0.1: 0.0481, 3000: 0.6769, 300: 0.22515, 30: 0.04985}
Partial Empirical Reward Distribution: {300: 0.2207, 3000: 0.68545, 30: 0.0476, 0.1: 0.04625}
Partial Empirical Reward Distribution: {3000: 0.68825, 300: 0.2193, 30: 0.04685, 0.1: 0.0456}
Partial Empirical Reward Distribution: {300: 0.21915, 3000: 0.68725, 30: 0.04725, 0.1: 0.04635}
Partial Empirical Reward Distribution: {300: 0.21615, 3000: 0.691, 0.1: 0.0463, 30: 0.04655}
Partial Empirical Reward Distribution: {3000: 0.6943, 300: 0.21365, 0.1: 0.0454, 30: 0.04665}
Partial Empirical Reward Distribution: {3000: 0.69245, 0.1: 0.04605, 300: 0.2148, 30: 0.0467}
Partial Empirical Reward Distribution: {300: 0.21595, 3000: 0.68845, 30: 0.04765, 0.1: 0.04795}
Partial Empirical Reward Distribution: {3000: 0.6859, 300: 0.21595, 30: 0.04905, 0.1: 0.0491}
Partial Empirical Reward Distribution: {300: 0.21365, 3000: 0.6885, 0.1: 0.0481, 30: 0.04975}
Partial Empirical Reward Distribution: {3000: 0.68355, 300: 0.21745, 0.1: 0.0484, 30: 0.0506}
Partial Empirical Reward Distribution: {300: 0.2209, 3000: 0.68, 30: 0.05065, 0.1: 0.04845}
Partial Empirical Reward Distribution: {0.1: 0.04835, 30: 0.0497, 300: 0.21875, 3000: 0.6832}
Partial Empirical Reward Distribution: {30: 0.0497, 3000: 0.6824, 300: 0.22035, 0.1: 0.04755}
Partial Empirical Reward Distribution: {30: 0.0501, 0.1: 0.0493, 3000: 0.6789, 300: 0.2217}
Partial Empirical Reward Distribution: {0.1: 0.04755, 3000: 0.6775, 300: 0.225, 30: 0.04995}
Partial Empirical Reward Distribution: {3000: 0.67775, 300: 0.2274, 30: 0.0494, 0.1: 0.04545}
Agent checkpoint saved at iteration 7000 in 3.
Model checkpoint saved at iteration 7000 in 3.
Partial Empirical Reward Distribution: {0.1: 0.0439, 3000: 0.6763, 300: 0.22985, 30: 0.04995}
Partial Empirical Reward Distribution: {3000: 0.673, 300: 0.23355, 0.1: 0.04375, 30: 0.0497}
Partial Empirical Reward Distribution: {3000: 0.66945, 300: 0.2359, 30: 0.05095, 0.1: 0.0437}
Partial Empirical Reward Distribution: {300: 0.24145, 3000: 0.66985, 30: 0.04955, 0.1: 0.03915}
Partial Empirical Reward Distribution: {3000: 0.66655, 30: 0.0496, 300: 0.245, 0.1: 0.03885}
Partial Empirical Reward Distribution: {3000: 0.6629, 300: 0.24925, 0.1: 0.03855, 30: 0.0493}
Partial Empirical Reward Distribution: {3000: 0.6569, 30: 0.05005, 300: 0.25405, 0.1: 0.039}
Partial Empirical Reward Distribution: {300: 0.26075, 3000: 0.6499, 0.1: 0.0389, 30: 0.05045}
Partial Empirical Reward Distribution: {3000: 0.6403, 300: 0.27085, 0.1: 0.0379, 30: 0.05095}
Partial Empirical Reward Distribution: {300: 0.2791, 3000: 0.6315, 30: 0.05165, 0.1: 0.03775}
Partial Empirical Reward Distribution: {3000: 0.62535, 300: 0.28575, 30: 0.0527, 0.1: 0.0362}
Partial Empirical Reward Distribution: {3000: 0.623, 300: 0.2917, 0.1: 0.0334, 30: 0.0519}
Partial Empirical Reward Distribution: {3000: 0.61995, 300: 0.2975, 0.1: 0.0317, 30: 0.05085}
Partial Empirical Reward Distribution: {0.1: 0.03155, 30: 0.0504, 3000: 0.61925, 300: 0.2988}
Partial Empirical Reward Distribution: {3000: 0.61985, 300: 0.3001, 30: 0.04995, 0.1: 0.0301}
Partial Empirical Reward Distribution: {300: 0.3037, 3000: 0.6169, 30: 0.04975, 0.1: 0.02965}
Partial Empirical Reward Distribution: {300: 0.30465, 3000: 0.616, 0.1: 0.0294, 30: 0.04995}
Partial Empirical Reward Distribution: {300: 0.3077, 3000: 0.6138, 0.1: 0.0288, 30: 0.0497}
Partial Empirical Reward Distribution: {30: 0.04885, 300: 0.30955, 3000: 0.61425, 0.1: 0.02735}
Partial Empirical Reward Distribution: {3000: 0.6152, 300: 0.30935, 30: 0.0488, 0.1: 0.02665}
Partial Empirical Reward Distribution: {3000: 0.6162, 300: 0.30925, 30: 0.048, 0.1: 0.02655}
Partial Empirical Reward Distribution: {3000: 0.6164, 300: 0.30945, 30: 0.0476, 0.1: 0.02655}
Partial Empirical Reward Distribution: {3000: 0.6173, 300: 0.30925, 0.1: 0.02665, 30: 0.0468}
Partial Empirical Reward Distribution: {3000: 0.61755, 300: 0.3096, 0.1: 0.0265, 30: 0.04635}
Partial Empirical Reward Distribution: {300: 0.3073, 30: 0.0453, 3000: 0.62055, 0.1: 0.02685}
Partial Empirical Reward Distribution: {3000: 0.6206, 300: 0.30755, 30: 0.04495, 0.1: 0.0269}
Partial Empirical Reward Distribution: {3000: 0.62295, 300: 0.3055, 0.1: 0.02645, 30: 0.0451}
Partial Empirical Reward Distribution: {3000: 0.6221, 300: 0.3062, 0.1: 0.02615, 30: 0.04555}
Partial Empirical Reward Distribution: {3000: 0.6226, 300: 0.3057, 30: 0.04625, 0.1: 0.02545}
Partial Empirical Reward Distribution: {3000: 0.62575, 300: 0.3034, 30: 0.0457, 0.1: 0.02515}
Partial Empirical Reward Distribution: {300: 0.30075, 3000: 0.62895, 30: 0.0456, 0.1: 0.0247}
Partial Empirical Reward Distribution: {300: 0.29875, 3000: 0.6309, 0.1: 0.02505, 30: 0.0453}
Partial Empirical Reward Distribution: {3000: 0.6317, 300: 0.29745, 30: 0.04485, 0.1: 0.026}
Agent checkpoint saved at iteration 8000 in 3.
Model checkpoint saved at iteration 8000 in 3.
Partial Empirical Reward Distribution: {3000: 0.62945, 300: 0.2996, 0.1: 0.0258, 30: 0.04515}
Partial Empirical Reward Distribution: {300: 0.3008, 3000: 0.6274, 0.1: 0.02615, 30: 0.04565}
Partial Empirical Reward Distribution: {300: 0.30035, 3000: 0.62625, 30: 0.0466, 0.1: 0.0268}
Partial Empirical Reward Distribution: {3000: 0.6103, 30: 0.0482, 300: 0.2939, 0.1: 0.0476}
Partial Empirical Reward Distribution: {300: 0.28685, 3000: 0.5934, 30: 0.0496, 0.1: 0.07015}
Partial Empirical Reward Distribution: {3000: 0.5898, 30: 0.05215, 300: 0.2879, 0.1: 0.07015}
Partial Empirical Reward Distribution: {3000: 0.5879, 300: 0.28865, 30: 0.0538, 0.1: 0.06965}
Partial Empirical Reward Distribution: {3000: 0.58725, 300: 0.2903, 30: 0.05265, 0.1: 0.0698}
Partial Empirical Reward Distribution: {3000: 0.5851, 300: 0.2921, 0.1: 0.0696, 30: 0.0532}
Partial Empirical Reward Distribution: {3000: 0.58115, 300: 0.29555, 30: 0.0542, 0.1: 0.0691}
Partial Empirical Reward Distribution: {3000: 0.57485, 0.1: 0.06805, 300: 0.3019, 30: 0.0552}
Partial Empirical Reward Distribution: {3000: 0.5717, 300: 0.3051, 0.1: 0.06805, 30: 0.05515}
Partial Empirical Reward Distribution: {3000: 0.56315, 300: 0.3122, 30: 0.0563, 0.1: 0.06835}
Partial Empirical Reward Distribution: {300: 0.3182, 3000: 0.5556, 30: 0.0572, 0.1: 0.069}
Partial Empirical Reward Distribution: {3000: 0.5434, 300: 0.3287, 30: 0.0589, 0.1: 0.069}
Partial Empirical Reward Distribution: {3000: 0.54085, 300: 0.3319, 30: 0.05815, 0.1: 0.0691}
Partial Empirical Reward Distribution: {3000: 0.5355, 300: 0.33675, 30: 0.05785, 0.1: 0.0699}
Partial Empirical Reward Distribution: {3000: 0.52675, 30: 0.0594, 300: 0.34375, 0.1: 0.0701}
Partial Empirical Reward Distribution: {3000: 0.51805, 300: 0.352, 0.1: 0.0701, 30: 0.05985}
Partial Empirical Reward Distribution: {3000: 0.51115, 300: 0.3568, 30: 0.0611, 0.1: 0.07095}
Partial Empirical Reward Distribution: {3000: 0.50385, 300: 0.36485, 30: 0.06155, 0.1: 0.06975}
Partial Empirical Reward Distribution: {3000: 0.49725, 300: 0.3699, 30: 0.0627, 0.1: 0.07015}
Partial Empirical Reward Distribution: {3000: 0.48715, 30: 0.06355, 300: 0.37925, 0.1: 0.07005}
Partial Empirical Reward Distribution: {300: 0.38735, 3000: 0.479, 30: 0.0636, 0.1: 0.07005}
Partial Empirical Reward Distribution: {0.1: 0.04365, 30: 0.0623, 3000: 0.4924, 300: 0.40165}
Partial Empirical Reward Distribution: {30: 0.06125, 3000: 0.49535, 300: 0.41675, 0.1: 0.02665}
Partial Empirical Reward Distribution: {3000: 0.49245, 300: 0.42, 30: 0.0597, 0.1: 0.02785}
Partial Empirical Reward Distribution: {0.1: 0.0292, 3000: 0.4837, 300: 0.4274, 30: 0.0597}
Partial Empirical Reward Distribution: {3000: 0.4734, 300: 0.4344, 30: 0.06115, 0.1: 0.03105}
Partial Empirical Reward Distribution: {300: 0.44065, 30: 0.0622, 3000: 0.46445, 0.1: 0.0327}
Partial Empirical Reward Distribution: {300: 0.4473, 3000: 0.45655, 30: 0.06305, 0.1: 0.0331}
Partial Empirical Reward Distribution: {0.1: 0.0353, 30: 0.0646, 300: 0.45055, 3000: 0.44955}
Partial Empirical Reward Distribution: {3000: 0.43965, 300: 0.45255, 30: 0.0688, 0.1: 0.039}
Partial Empirical Reward Distribution: {3000: 0.43505, 300: 0.45185, 30: 0.07205, 0.1: 0.04105}
Agent checkpoint saved at iteration 9000 in 3.
Model checkpoint saved at iteration 9000 in 3.
Partial Empirical Reward Distribution: {30: 0.07455, 300: 0.4546, 3000: 0.4274, 0.1: 0.04345}
Partial Empirical Reward Distribution: {3000: 0.4244, 300: 0.4522, 0.1: 0.0465, 30: 0.0769}
Partial Empirical Reward Distribution: {3000: 0.41845, 300: 0.4517, 30: 0.08025, 0.1: 0.0496}
Partial Empirical Reward Distribution: {3000: 0.4167, 300: 0.4488, 30: 0.08175, 0.1: 0.05275}
Partial Empirical Reward Distribution: {3000: 0.4112, 30: 0.0842, 300: 0.44885, 0.1: 0.05575}
Partial Empirical Reward Distribution: {3000: 0.4074, 0.1: 0.05815, 300: 0.44905, 30: 0.0854}
Partial Empirical Reward Distribution: {300: 0.448, 3000: 0.40435, 30: 0.08745, 0.1: 0.0602}
Partial Empirical Reward Distribution: {3000: 0.4014, 300: 0.4463, 30: 0.0894, 0.1: 0.0629}
Partial Empirical Reward Distribution: {3000: 0.39865, 300: 0.4451, 30: 0.09095, 0.1: 0.0653}
Partial Empirical Reward Distribution: {3000: 0.3985, 300: 0.4425, 0.1: 0.06665, 30: 0.09235}
Partial Empirical Reward Distribution: {3000: 0.3949, 300: 0.442, 30: 0.09445, 0.1: 0.06865}
Partial Empirical Reward Distribution: {3000: 0.38875, 300: 0.4428, 30: 0.09795, 0.1: 0.0705}
Partial Empirical Reward Distribution: {3000: 0.3833, 300: 0.4428, 0.1: 0.07365, 30: 0.10025}
Partial Empirical Reward Distribution: {3000: 0.3784, 300: 0.44415, 30: 0.1026, 0.1: 0.07485}
Partial Empirical Reward Distribution: {3000: 0.3733, 300: 0.44335, 0.1: 0.07685, 30: 0.1065}
Partial Empirical Reward Distribution: {300: 0.4401, 3000: 0.36895, 30: 0.11105, 0.1: 0.0799}
Partial Empirical Reward Distribution: {3000: 0.3626, 300: 0.4366, 0.1: 0.08275, 30: 0.11805}
Partial Empirical Reward Distribution: {3000: 0.36165, 300: 0.42805, 30: 0.12475, 0.1: 0.08555}
Partial Empirical Reward Distribution: {30: 0.12735, 3000: 0.3604, 300: 0.4222, 0.1: 0.09005}
Partial Empirical Reward Distribution: {3000: 0.35715, 30: 0.1319, 300: 0.41875, 0.1: 0.0922}
Partial Empirical Reward Distribution: {300: 0.41425, 30: 0.13895, 3000: 0.34475, 0.1: 0.10205}
Partial Empirical Reward Distribution: {3000: 0.35205, 300: 0.4045, 30: 0.14145, 0.1: 0.102}
Partial Empirical Reward Distribution: {3000: 0.3671, 300: 0.3945, 30: 0.1394, 0.1: 0.099}
Partial Empirical Reward Distribution: {30: 0.13515, 300: 0.38185, 3000: 0.38755, 0.1: 0.09545}
Partial Empirical Reward Distribution: {3000: 0.40745, 300: 0.3686, 30: 0.13185, 0.1: 0.0921}
Partial Empirical Reward Distribution: {300: 0.3505, 30: 0.128, 3000: 0.4328, 0.1: 0.0887}
Partial Empirical Reward Distribution: {3000: 0.4542, 300: 0.33565, 0.1: 0.0862, 30: 0.12395}
Partial Empirical Reward Distribution: {30: 0.12015, 3000: 0.47525, 300: 0.3205, 0.1: 0.0841}
Partial Empirical Reward Distribution: {3000: 0.49535, 300: 0.30545, 0.1: 0.08175, 30: 0.11745}
Partial Empirical Reward Distribution: {3000: 0.51805, 300: 0.2886, 30: 0.1144, 0.1: 0.07895}
Partial Empirical Reward Distribution: {3000: 0.54025, 30: 0.1104, 300: 0.27265, 0.1: 0.0767}
Partial Empirical Reward Distribution: {3000: 0.564, 30: 0.10755, 300: 0.254, 0.1: 0.07445}
Partial Empirical Reward Distribution: {300: 0.2371, 0.1: 0.072, 30: 0.10415, 3000: 0.58675}
Agent checkpoint saved at iteration 10000 in 3.
Model checkpoint saved at iteration 10000 in 3.
